de,a,"from (manual)","to (manual)",Timezone,"Activity type",Data,GPS,Modified
2019-03-30T10:25:00+01:00,2019-03-30T10:45:00+01:00,,,Europe/Madrid,Running,"{""calories"":142,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":0,""distance"":0,""elevation"":0,""metcumul"":0}",,2019-03-31T08:07:15+02:00
2019-03-30T18:41:00+01:00,2019-03-30T19:14:00+01:00,,,Europe/Madrid,Walking,"{""calories"":95,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":2886,""distance"":2116,""elevation"":118,""metcumul"":118}",,2019-03-31T08:03:55+02:00
2019-03-30T20:34:00+01:00,2019-03-30T21:00:00+01:00,,,Europe/Madrid,Walking,"{""calories"":74,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":2694,""distance"":2024,""elevation"":107,""metcumul"":107}",,2019-03-31T08:03:55+02:00
2019-03-31T19:00:00+02:00,2019-03-31T20:00:00+02:00,,,Europe/Madrid,Tennis,"{""calories"":171,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1439,""distance"":1031,""elevation"":80,""metcumul"":80}",,2019-04-03T14:47:25+02:00
2019-03-31T21:40:00+02:00,2019-03-31T21:50:00+02:00,,,Europe/Madrid,Other,"{""calories"":52,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":216,""distance"":153,""elevation"":13,""metcumul"":13}",,2019-04-02T20:38:54+02:00
2019-04-01T18:44:00+02:00,2019-04-01T19:05:00+02:00,,,Europe/Madrid,Walking,"{""calories"":60,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1750,""distance"":1300,""elevation"":73,""metcumul"":73}",,2019-04-02T20:38:49+02:00
2019-04-01T21:02:00+02:00,2019-04-01T21:19:00+02:00,,,Europe/Madrid,Walking,"{""calories"":48,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1577,""distance"":1186,""elevation"":64,""metcumul"":64}",,2019-04-02T20:38:49+02:00
2019-04-02T08:39:00+02:00,2019-04-02T08:51:00+02:00,,,Europe/Madrid,Walking,"{""calories"":34,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1147,""distance"":829,""elevation"":46,""metcumul"":46}",,2019-04-02T20:38:49+02:00
2019-04-02T14:06:00+02:00,2019-04-02T14:19:00+02:00,,,Europe/Madrid,Walking,"{""calories"":37,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1438,""distance"":1106,""elevation"":57,""metcumul"":57}",,2019-04-02T20:38:50+02:00
2019-04-02T19:26:00+02:00,2019-04-02T19:36:00+02:00,,,Europe/Madrid,Walking,"{""calories"":28,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1067,""distance"":888,""elevation"":44,""metcumul"":44}",,2019-04-02T20:39:04+02:00
2019-04-02T20:19:00+02:00,2019-04-02T20:41:00+02:00,,,Europe/Madrid,Walking,"{""calories"":63,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1985,""distance"":1392,""elevation"":80,""metcumul"":80}",,2019-04-03T14:45:54+02:00
2019-04-03T18:14:00+02:00,2019-04-03T18:29:00+02:00,,,Europe/Madrid,Walking,"{""calories"":43,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1586,""distance"":1209,""elevation"":63,""metcumul"":63}",,2019-04-04T16:25:21+02:00
2019-04-03T21:08:00+02:00,2019-04-03T21:21:00+02:00,,,Europe/Madrid,Walking,"{""calories"":37,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1364,""distance"":1015,""elevation"":54,""metcumul"":54}",,2019-04-04T16:25:21+02:00
2019-04-05T08:06:00+02:00,2019-04-05T08:25:00+02:00,,,Europe/Amsterdam,Running,"{""calories"":135,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":2360,""distance"":2573,""elevation"":157,""metcumul"":157}",,2019-04-07T19:19:12+02:00
2019-04-05T08:26:00+02:00,2019-04-05T08:41:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":43,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1414,""distance"":1183,""elevation"":60,""metcumul"":60}",,2019-04-07T19:19:12+02:00
2019-04-05T08:49:00+02:00,2019-04-05T08:56:00+02:00,,,Europe/Amsterdam,Running,"{""calories"":49,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":975,""distance"":1106,""elevation"":64,""metcumul"":64}",,2019-04-07T19:19:12+02:00
2019-04-06T10:54:00+02:00,2019-04-06T11:06:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":34,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1134,""distance"":846,""elevation"":46,""metcumul"":46}",,2019-04-07T19:19:13+02:00
2019-04-06T20:00:00+02:00,2019-04-06T20:20:00+02:00,,,Europe/Amsterdam,Cycling,"{""calories"":99,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":0,""distance"":0,""elevation"":0,""metcumul"":0}",,2019-04-07T19:19:13+02:00
2019-04-06T22:58:00+02:00,2019-04-06T23:30:00+02:00,,,Europe/Amsterdam,Dancing,"{""calories"":115,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1942,""distance"":1495,""elevation"":86,""metcumul"":86}",,2019-04-07T19:19:13+02:00
2019-04-07T03:00:00+02:00,2019-04-07T03:20:00+02:00,,,Europe/Amsterdam,Cycling,"{""calories"":99,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":0,""distance"":0,""elevation"":0,""metcumul"":0}",,2019-04-07T19:19:13+02:00
2019-04-10T18:35:00+02:00,2019-04-10T18:51:00+02:00,,,Europe/Madrid,Walking,"{""calories"":46,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1542,""distance"":1222,""elevation"":63,""metcumul"":63}",,2019-04-13T11:48:34+02:00
2019-04-10T21:08:00+02:00,2019-04-10T21:27:00+02:00,,,Europe/Madrid,Walking,"{""calories"":54,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1864,""distance"":1470,""elevation"":76,""metcumul"":76}",,2019-04-13T11:48:34+02:00
2019-04-11T15:02:00+02:00,2019-04-11T15:15:00+02:00,,,Europe/Madrid,Walking,"{""calories"":37,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1447,""distance"":1091,""elevation"":57,""metcumul"":57}",,2019-04-13T11:48:34+02:00
2019-04-11T17:35:00+02:00,2019-04-11T18:01:00+02:00,,,Europe/Madrid,Walking,"{""calories"":74,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":2052,""distance"":1495,""elevation"":87,""metcumul"":87}",,2019-04-13T11:48:35+02:00
2019-04-12T12:32:00+02:00,2019-04-12T12:36:00+02:00,,,Europe/Madrid,Running,"{""calories"":28,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":472,""distance"":433,""elevation"":24,""metcumul"":24}",,2019-04-13T11:48:35+02:00
2019-04-13T14:20:00+02:00,2019-04-13T14:31:00+02:00,,,Europe/Madrid,Walking,"{""calories"":31,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1202,""distance"":897,""elevation"":47,""metcumul"":47}",,2019-04-16T10:08:25+02:00
2019-04-13T15:38:00+02:00,2019-04-13T15:56:00+02:00,,,Europe/Madrid,Walking,"{""calories"":51,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1474,""distance"":958,""elevation"":60,""metcumul"":60}",,2019-04-16T10:08:25+02:00
2019-04-13T19:40:00+02:00,2019-04-13T20:02:00+02:00,,,Europe/Madrid,Walking,"{""calories"":63,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1695,""distance"":1067,""elevation"":70,""metcumul"":70}",,2019-04-16T11:48:06+02:00
2019-04-14T20:44:00+02:00,2019-04-14T20:50:00+02:00,,,Europe/Madrid,Walking,"{""calories"":17,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":641,""distance"":497,""elevation"":25,""metcumul"":25}",,2019-04-16T11:48:06+02:00
2019-04-18T09:34:00+02:00,2019-04-18T09:48:00+02:00,,,Europe/Amsterdam,Running,"{""calories"":99,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1845,""distance"":1998,""elevation"":107,""metcumul"":107}",,2019-04-19T23:28:58+02:00
2019-04-18T09:49:00+02:00,2019-04-18T10:02:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":37,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1446,""distance"":1286,""elevation"":72,""metcumul"":72}",,2019-04-19T23:28:58+02:00
2019-04-18T10:09:00+02:00,2019-04-18T10:13:00+02:00,,,Europe/Amsterdam,Running,"{""calories"":28,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":427,""distance"":507,""elevation"":32,""metcumul"":32}",,2019-04-19T23:28:58+02:00
2019-04-18T21:24:00+02:00,2019-04-18T21:49:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":72,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":2048,""distance"":1384,""elevation"":83,""metcumul"":83}",,2019-04-19T23:28:59+02:00
2019-04-19T10:16:00+02:00,2019-04-19T10:30:00+02:00,,,Europe/Amsterdam,Running,"{""calories"":99,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1916,""distance"":2163,""elevation"":128,""metcumul"":128}",,2019-04-19T23:28:59+02:00
2019-04-19T10:31:00+02:00,2019-04-19T10:35:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":11,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":465,""distance"":375,""elevation"":18,""metcumul"":18}",,2019-04-19T23:28:59+02:00
2019-04-19T10:43:00+02:00,2019-04-19T10:50:00+02:00,,,Europe/Amsterdam,Running,"{""calories"":49,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":695,""distance"":702,""elevation"":37,""metcumul"":37}",,2019-04-19T23:28:59+02:00
2019-04-19T10:51:00+02:00,2019-04-19T11:00:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":25,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":901,""distance"":718,""elevation"":36,""metcumul"":36}",,2019-04-19T23:28:59+02:00
2019-04-19T11:01:00+02:00,2019-04-19T11:06:00+02:00,,,Europe/Amsterdam,Running,"{""calories"":35,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":573,""distance"":622,""elevation"":36,""metcumul"":36}",,2019-04-19T23:28:59+02:00
2019-04-19T21:30:00+02:00,2019-04-19T21:50:00+02:00,,,Europe/Amsterdam,Cycling,"{""calories"":99,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":0,""distance"":0,""elevation"":0,""metcumul"":0}",,2019-04-19T23:31:13+02:00
2019-04-20T09:35:00+02:00,2019-04-20T09:56:00+02:00,,,Europe/Amsterdam,Running,"{""calories"":149,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":2650,""distance"":2786,""elevation"":169,""metcumul"":169}",,2019-04-21T09:54:29+02:00
2019-04-20T10:04:00+02:00,2019-04-20T10:21:00+02:00,,,Europe/Amsterdam,Running,"{""calories"":121,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1948,""distance"":2067,""elevation"":114,""metcumul"":114}",,2019-04-21T09:54:29+02:00
2019-04-22T19:10:00+02:00,2019-04-22T20:35:00+02:00,,,Europe/Madrid,Other,"{""calories"":438,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":2524,""distance"":1792,""elevation"":142,""metcumul"":142}",,2019-04-23T09:53:00+02:00
2019-04-23T08:15:00+02:00,2019-04-23T09:15:00+02:00,,,Europe/Madrid,Pilates,"{""calories"":123,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":138,""distance"":99,""elevation"":11,""metcumul"":11}",,2019-04-23T09:30:30+02:00
2019-04-23T09:20:00+02:00,2019-04-23T09:32:00+02:00,,,Europe/Madrid,Cycling,"{""calories"":50,""intensity"":23,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":0,""distance"":0,""elevation"":8,""metcumul"":8}",,2019-04-23T09:49:07+02:00
2019-04-23T09:31:19+02:00,2019-04-23T09:32:48+02:00,,,Europe/Madrid,Running,"{""calories"":10,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":25,""distance"":17,""elevation"":1,""metcumul"":1}","{""end_coordinate_latitude"":40.44106,""end_coordinate_longitude"":-3.708882,""region_center_latitude"":40.44106,""region_center_longitude"":-3.708882,""span_latitude_delta"":0,""span_longitude_delta"":0,""start_coordinate_latitude"":40.44106,""start_coordinate_longitude"":-3.708882,""avg_speed"":0,""distance"":0,""max_speed"":0,""min_speed"":0}",2019-04-23T09:49:07+02:00
2019-04-23T09:33:00+02:00,2019-04-23T09:48:45+02:00,,,Europe/Madrid,Running,"{""calories"":112,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1608,""distance"":1588,""elevation"":94,""metcumul"":94}","{""end_coordinate_latitude"":40.441127,""end_coordinate_longitude"":-3.708904,""region_center_latitude"":40.441083,""region_center_longitude"":-3.708875,""span_latitude_delta"":8.9e-5,""span_longitude_delta"":5.7e-5,""start_coordinate_latitude"":40.441038,""start_coordinate_longitude"":-3.708846,""avg_speed"":0.013233,""distance"":11.023778,""max_speed"":0.026467,""min_speed"":0}",2019-04-23T09:50:11+02:00
2019-04-24T18:02:29+02:00,2019-04-24T18:12:49+02:00,,,Europe/Madrid,Running,"{""calories"":73,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1232,""distance"":1165,""elevation"":63,""metcumul"":63}","{""end_coordinate_latitude"":40.44106,""end_coordinate_longitude"":-3.708883,""region_center_latitude"":40.44106,""region_center_longitude"":-3.708883,""span_latitude_delta"":0,""span_longitude_delta"":0,""start_coordinate_latitude"":40.44106,""start_coordinate_longitude"":-3.708883,""avg_speed"":0,""distance"":0,""max_speed"":0,""min_speed"":0}",2019-04-24T18:13:09+02:00
2019-04-25T10:52:00+02:00,2019-04-25T11:04:00+02:00,,,Europe/Madrid,Walking,"{""calories"":34,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1006,""distance"":763,""elevation"":42,""metcumul"":42}",,2019-04-27T10:36:47+02:00
2019-04-25T20:37:00+02:00,2019-04-25T20:43:00+02:00,,,Europe/Madrid,Walking,"{""calories"":17,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":472,""distance"":315,""elevation"":19,""metcumul"":19}",,2019-04-27T10:36:47+02:00
2019-04-26T09:26:00+02:00,2019-04-26T09:38:00+02:00,,,Europe/Madrid,Running,"{""calories"":85,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1327,""distance"":1371,""elevation"":72,""metcumul"":72}",,2019-04-27T10:36:47+02:00
2019-04-27T09:15:00+02:00,2019-04-27T10:15:00+02:00,,,Europe/Madrid,Pilates,"{""calories"":41,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":0,""distance"":0,""elevation"":0,""metcumul"":0}",,2019-04-27T10:37:24+02:00
2019-04-27T10:38:19+02:00,2019-04-27T10:51:30+02:00,,,Europe/Madrid,Running,"{""calories"":94,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1602,""distance"":1599,""elevation"":92,""metcumul"":92}","{""end_coordinate_latitude"":40.44106,""end_coordinate_longitude"":-3.708884,""region_center_latitude"":40.44106,""region_center_longitude"":-3.708884,""span_latitude_delta"":0,""span_longitude_delta"":0,""start_coordinate_latitude"":40.44106,""start_coordinate_longitude"":-3.708884,""avg_speed"":0,""distance"":0,""max_speed"":0,""min_speed"":0}",2019-04-28T14:08:33+02:00
2019-04-27T17:00:00+02:00,2019-04-27T17:16:00+02:00,,,Europe/Madrid,Walking,"{""calories"":46,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1229,""distance"":789,""elevation"":50,""metcumul"":50}",,2019-04-28T14:08:34+02:00
2019-04-27T18:10:00+02:00,2019-04-27T18:26:00+02:00,,,Europe/Madrid,Walking,"{""calories"":46,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1500,""distance"":1026,""elevation"":59,""metcumul"":59}",,2019-04-28T14:08:34+02:00
2019-05-07T16:03:00+02:00,2019-05-07T16:11:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":23,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":873,""distance"":665,""elevation"":34,""metcumul"":34}",,2019-05-11T17:25:22+02:00
2019-05-07T21:16:00+02:00,2019-05-07T21:36:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":57,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1851,""distance"":1373,""elevation"":75,""metcumul"":75}",,2019-05-11T17:25:22+02:00
2019-05-13T15:52:00+02:00,2019-05-13T15:56:00+02:00,,,Europe/Madrid,Walking,"{""calories"":11,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":259,""distance"":198,""elevation"":11,""metcumul"":11}",,2019-05-18T12:59:46+02:00
2019-05-14T09:21:00+02:00,2019-05-14T09:35:00+02:00,,,Europe/Madrid,Walking,"{""calories"":40,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1480,""distance"":1115,""elevation"":58,""metcumul"":58}",,2019-05-18T12:59:46+02:00
2019-05-15T09:48:00+02:00,2019-05-15T10:01:00+02:00,,,Europe/Amsterdam,Running,"{""calories"":92,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1643,""distance"":1610,""elevation"":92,""metcumul"":92}",,2019-05-18T12:59:54+02:00
2019-05-15T10:02:00+02:00,2019-05-15T10:15:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":37,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1470,""distance"":1173,""elevation"":58,""metcumul"":58}",,2019-05-18T12:59:54+02:00
2019-05-17T19:21:00+02:00,2019-05-17T19:32:00+02:00,,,Europe/Madrid,Walking,"{""calories"":31,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":858,""distance"":615,""elevation"":36,""metcumul"":36}",,2019-05-18T12:59:46+02:00
2019-05-18T12:42:00+02:00,2019-05-18T12:47:00+02:00,,,Europe/Amsterdam,Running,"{""calories"":38,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":756,""distance"":909,""elevation"":60,""metcumul"":60}",,2019-05-19T09:33:48+02:00
2019-05-18T12:48:00+02:00,2019-05-18T13:00:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":35,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1406,""distance"":1240,""elevation"":69,""metcumul"":69}",,2019-05-19T09:33:48+02:00
2019-05-19T09:34:00+02:00,2019-05-19T09:45:00+02:00,,,Europe/Amsterdam,Running,"{""calories"":87,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1649,""distance"":1978,""elevation"":134,""metcumul"":134}",,2019-05-19T13:05:51+02:00
2019-05-19T09:46:00+02:00,2019-05-19T10:05:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":54,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":2187,""distance"":1729,""elevation"":86,""metcumul"":86}",,2019-05-19T13:05:51+02:00
2019-05-20T09:43:00+02:00,2019-05-20T10:02:00+02:00,,,Europe/Amsterdam,Running,"{""calories"":135,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":2171,""distance"":2282,""elevation"":137,""metcumul"":137}",,2019-05-23T09:30:08+02:00
2019-05-21T10:00:00+02:00,2019-05-21T10:08:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":23,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":940,""distance"":733,""elevation"":37,""metcumul"":37}",,2019-05-23T09:30:08+02:00
2019-05-22T09:20:00+02:00,2019-05-22T09:43:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":66,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":2506,""distance"":1909,""elevation"":99,""metcumul"":99}",,2019-05-23T09:30:08+02:00
